S No.,Title,Decisions,Words
5394,Sebi revamps secondary market advisory committee,"{""Sebi"": ""neutral""}",6
8839,"Further downside likely: Sonam Udasi, IDBI Capital","{""IDBI Capital"": ""neutral""}",7
3891,"Weak demand, higher supply drag down mentha oil futures","{""mentha oil futures"": ""negative""}",9
3557,"BP shares plunge, US threatens new penalties","{""BP"": ""negative""}",7
1529,Siemens shares gain after strong earnings,"{""Siemens"": ""positive""}",6
1268,NSEL-FTIL merger issue: Govt to seek more time from Bombay High Court,"{""NSEL"": ""neutral"", ""FTIL"": ""neutral""}",12
7735,"Berger Paints gains 8% on robust Q1 results, expansion plans","{""Berger Paints"": ""positive""}",10
1900,Broader markets valuations look attractive: Ambit Capital,"{""Ambit Capital"": ""neutral""}",7
4659,Spice Communications IPO case: Sebi bans Dipti Kirit Parekh from markets for 2 years,"{""Spice Communications"": ""negative""}",14
3006,Larsen & Toubro's Q1 net profit soars 111% on sale of assets and stake,"{""Larsen & Toubro"": ""positive""}",13
2735,Vedanta's weight in key indices to rise post Cairn India buyout,"{""Vedanta"": ""positive"", ""Cairn India"": ""neutral""}",11
190,Things that influence pharmaceutical sector growth story,"{""pharmaceutical sector"": ""neutral""}",7
9999,Shameful that listed firms not finding women directors: Sebi Chief U K Sinha,"{""Sebi"": ""neutral""}",13
9168,Balance sheet oriented news driving telecom stocks: Nitin Raheja,"{""telecom stocks"": ""negative""}",9
2748,365 days of Modi govt: Global funds seen increasing India weightage: HSBC,"{""HSBC"": ""neutral""}",12
2048,Metals and banking are likely to outperform: Ashwani Gujral,"{""Metals"": ""positive"", ""banking"": ""positive""}",9
7850,IT stocks to benefit in the short term: Mitesh Thacker,"{""IT stocks"": ""positive""}",10
2559,Escorts been trading up pretty well around Rs 80: CK Narayan,"{""Escorts"": ""positive""}",11
9275,MRF Q2 net dips 19% at Rs 171 crore,"{""MRF"": ""negative""}",9
8667,"Make a base right now, trade in low volatile ranges: Gaurang Shah, Geojit BNP Paribas Financial Services","{""Geojit BNP Paribas Financial Services"": ""neutral""}",17
6397,Sebi to participate in India International Trade Fair at Delhi,"{""Sebi"": ""neutral"", ""India International Trade Fair"": ""neutral""}",10
3386,Manali Petrochemicals Q4 net down 72.6 pc,"{""Manali Petrochemicals"": ""negative""}",7
4556,DLF slips over 4% as Q1 net profit slips on lower home sales,"{""DLF"": ""negative""}",13
1185,Standard Chartered appoints former SBI chief OP Bhatt as board member,"{""Standard Chartered"": ""neutral"", ""SBI"": ""neutral""}",11
6421,Top three reasons why rupee is gaining strength against USD,"{""rupee"": ""neutral"", ""USD"": ""neutral""}",10
5052,"Bharat Forge, Bharti Infra may make it to MSCI India","{""Bharat Forge"": ""positive"", ""Bharti Infra"": ""positive"", ""MSCI India"": ""neutral""}",10
5312,"Chilli, turmeric prices rise on fresh buying","{""Chilli"": ""negative"", ""turmeric"": ""negative""}",7
2434,SJVNL Q3 net profit rises 10% to Rs 210.93 crore,"{""SJVNL"": ""positive""}",10
6950,Street mood lifts Oriental Hotels,"{""Oriental Hotels"": ""positive""}",5
10584,"Sensex hits record all-time high; Nifty races past 7,600","{""Sensex"": ""positive"", ""Nifty"": ""positive""}",9
770,VRL Logistics IPO subscribed 0.47 times on Day 1,"{""VRL Logistics"": ""neutral""}",9
1686,Insecticides India Q1 net up 29 per cent,"{""Insecticides India"": ""positive""}",8
8323,Go for bigger names like SBI in public sector banks: IV Subramaniam,"{""SBI"": ""positive""}",12
5579,Mid-cap stocks set to play catch-up soon,"{""Mid-cap stocks"": ""neutral""}",7
4427,J&K Bank can slide down to levels closer to 1370: Prakash Gaba,"{""J&K Bank"": ""negative""}",12
467,BS Transcomm debuts at Rs 257/share on NSE,"{""BS Transcomm"": ""neutral""}",8
6266,ET in the Classroom: Simple strategies to play Nifty F&O,"{""Nifty"": ""neutral""}",10
5735,D K Sarraf takes over as ONGC Chairman,"{""ONGC"": ""neutral""}",8
5192,Sensex slips over 100 points; Nifty tests 7900 levels,"{""Sensex"": ""negative"", ""Nifty"": ""neutral""}",9
5391,Sebi finalises norms for research analysts,"{""Sebi"": ""neutral""}",6
861,"Goldman Sachs prices 30-year, $974 million bond in Taiwan: Sources","{""Goldman Sachs"": ""neutral""}",10
7271,GSK Consumer gains 1.7% on in-line Q4 results,"{""GSK Consumer"": ""positive""}",8
