S No.,Title,Decisions,Words
1899,Colgate approves third interim dividend for current fiscal,"{""Colgate"": ""neutral""}",8
283,MCX migrates to latest version of exchange software,"{""MCX"": ""neutral""}",8
259,"Mecklai Financial Report: September 08, 2014","{""Mecklai Financial"": ""neutral""}",6
10138,"Sun Pharma, Cipla, Ranbaxy slip for second day in a row; EM currency rout may hurt","{""Sun Pharma"": ""negative"", ""Cipla"": ""negative"", ""Ranbaxy"": ""negative""}",16
4944,Not overweight on the engineering and road construction stocks: Dipan Mehta,"{""engineering and road construction stocks"": ""negative""}",11
2823,ILFS Engineering shares zoom 20% on Rs 675 crore road project order,"{""ILFS Engineering"": ""positive""}",12
3526,"Ample supply, profit-booking hurt chana futures, shed 2.36%","{""chana futures"": ""negative""}",8
10390,"Wipro shares fall 7 per cent, top loser on Sensex, Nifty","{""Wipro"": ""negative"", ""Sensex"": ""neutral"", ""Nifty"": ""neutral""}",11
5224,"US Federal Reserve optimism lifts Asia stocks, dollar struggles","{""Asia stocks"": ""positive"", ""dollar"": ""negative""}",9
2286,"HUL at fresh 52-week high; stock outperforms peers, FMCG index","{""HUL"": ""positive""}",10
6064,Infosys Q3 earnings: Five things to watch out for,"{""Infosys"": ""neutral""}",9
8079,European operations puts Motherson Sumi overseas order book on fast track,"{""Motherson Sumi"": ""positive""}",11
4655,"Re-allocation of coal blocks a temporary setback for JSPL, Usha Martin: P Phani Shekhar","{""JSPL"": ""negative"", ""Usha Martin"": ""negative""}",14
5001,Sensex drops over 100 points from record high; Ranbaxy plunges 20%,"{""Sensex"": ""negative"", ""Ranbaxy"": ""negative""}",11
6711,Message in the great fall of Nokia: Can it learn from mistakes?,"{""Nokia"": ""neutral""}",12
10033,"Cut in natural gas price, weak global demand to hurt RIL stock: Hemindra Hazari","{""natural gas"": ""negative"", ""RIL"": ""negative""}",14
5417,NBHC appoints Vijay Kelkar as chairman,"{""NBHC"": ""neutral""}",6
476,Fruitful talks held with Bharti on mobile industry,"{""Bharti"": ""neutral""}",8
2556,Edelweiss Financial Services Q2 net up 21% at Rs 96 crore,"{""Edelweiss Financial Services"": ""positive""}",11
8088,Gas stocks jump on report RasGas may modify SPA with Petronet,"{""Gas stocks"": ""positive"", ""RasGas"": ""neutral"", ""Petronet"": ""neutral""}",11
8,HOEC could retest 30-35 levels: Ashwani Gujral,"{""HOEC"": ""neutral""}",7
6412,"Sterling takes pause from election-inspired gains, focus on data, BoE","{""Sterling"": ""neutral"", ""BoE"": ""neutral""}",10
9862,Iron ore upswing may not last as China mulls raise in output,"{""Iron ore"": ""negative""}",12
9597,Adani Enterprises Q3 net profit declines 84% to Rs 68 crore,"{""Adani Enterprises"": ""negative""}",11
5547,Hewlett-Packard Co to resume share repurchase program,"{""Hewlett-Packard Co"": ""neutral""}",7
2427,Seeing decent growth in auto stocks ahead: Networth Stock Broking,"{""auto stocks"": ""positive""}",10
6745,Sebi mulls five-board cap for independent directors; curbs on whole-time directors likely,"{""Sebi"": ""neutral""}",12
10357,"Nifty slips below 6,150; Infosys firm as Q3 PAT rises 19.4%","{""Nifty"": ""negative"", ""Infosys"": ""neutral""}",11
2275,GVK Power can go up to 14-15 levels: Vijay Bhambwani,"{""GVK Power"": ""positive""}",10
1578,Railways earnings up by over 9 per cent,"{""Railways"": ""positive""}",8
7265,"GAIL profit up 42% at Rs 1,303 crore","{""GAIL"": ""positive""}",8
3971,GlaxoSmithKline Pharmaceuticals Q1 net dips 43% to Rs 96.5 crore,"{""GlaxoSmithKline Pharmaceuticals"": ""negative""}",10
5880,Reliance Industries Ltd shares end flat after earnings,"{""Reliance Industries Ltd"": ""neutral""}",8
9061,Media stocks drag down European equities from highs,"{""Media stocks"": ""negative""}",8
10036,Doubt on Dalal Street: Sensex sheds 518 points as fast as a bullet train,"{""Sensex"": ""negative""}",14
7194,"15,500-15,600 levels possible for Bank Nifty: Ashwani Gujral","{""Bank Nifty"": ""positive""}",8
3868,Surya Pharma CDR fails; bankers to start recovery process,"{""Surya Pharma"": ""negative""}",9
10129,"Even after the dream run, PSU oil companies like BPCL, HPCL, others have much upside left","{""BPCL"": ""positive"", ""HPCL"": ""positive""}",16
6824,V P Baligar appointed HUDCO CMD; Satyanarayan Mohanty becomes new DG of DGS&D,"{""HUDCO"": ""neutral"", ""DGS&D"": ""neutral""}",13
7549,JMD Telefilms to enter mobile phone biz; stock up,"{""JMD Telefilms"": ""positive""}",9
782,Yen broadly in line with Japan fundamentals: IMF Lipton,"{""Yen"": ""neutral"", ""IMF Lipton"": ""neutral""}",9
1750,Gammon Infra jumps; ICICI Prudential Mutual Fund buys,"{""Gammon Infra"": ""positive""}",8
6520,"Hospitality doyen, Leela group founder Capt C P Krishnan Nair dead","{""Leela group"": ""neutral""}",11
5775,Gujarat's canal-top solar power plant: 10 must-know facts,"{""Gujarat"": ""neutral""}",8
2325,LIC likely to pick 5 per cent stake in BHEL,"{""BHEL"": ""positive"", ""LIC"": ""neutral""}",10
5056,"Brokerage views on Tech Mahindra, Sesa Goa, United Spirits, PFC","{""Tech Mahindra"": ""neutral"", ""Sesa Goa"": ""neutral"", ""United Spirits"": ""neutral"", ""PFC"": ""neutral""}",10
9708,Malaysian palm oil snaps 5-day decline but China outlook caps gains,"{""Malaysian palm oil"": ""negative""}",11
1728,Groundnut oil prices rise on fresh demand,"{""Groundnut oil"": ""positive""}",7
611,Komli Media CEO Prashant Mehta quits for personal reasons,"{""Komli Media"": ""neutral""}",9
4667,Central bank should resume FX purchases if dollar falls below 60 to rouble: Kremlin aide,"{""dollar"": ""negative""}",15
5414,Nifty witnessing sideways consolidation: Ashwani Gujral,"{""Nifty"": ""neutral""}",6
8104,Housing Development and Infrastructure Ltd stocks rise above 5 per cent,"{""Housing Development and Infrastructure Ltd"": ""positive""}",11
8175,"Opto Circuits unveils latest AED in US, Canada; stock rallies 9%","{""Opto Circuits"": ""positive""}",11
3751,HPCL shares fall 2.5% as gross refining margins disappoint,"{""HPCL"": ""negative""}",9
98,Maruti-Suzuki deal: Institutional investors approach Sebi,"{""Sebi"": ""neutral"", ""Maruti-Suzuki"": ""neutral""}",6
6986,Hedge funds thrive on macro bets,"{""Hedge funds"": ""positive""}",6
3138,HFCs can offer a CAGR return of 25% over the next few years: Deven Choksey,"{""HFC"": ""neutral""}",15
1538,Short-covering helps Sensex recover from losses,"{""Sensex"": ""positive""}",6
3649,"Australia shares dip to 2-week lows on banks, miners","{""Australia shares"": ""negative""}",9
1518,Soyabean futures advance on global cues,"{""Soyabean futures"": ""positive""}",6
10060,"South Korea won falls to 5-month low on US rate outlook, shares edge lower","{""South Korea won"": ""negative""}",14
4625,Worst is not over; Nifty could go down to sub-7500 level: Sandeep Wagle,"{""Nifty"": ""negative""}",13
6567,NSE to auction government bonds worth Rs 646 crore on Tuesday,"{""NSE"": ""neutral"", ""government bonds"": ""neutral""}",11
2091,Refined soya oil futures extend gains on rising demand,"{""Refined soya oil futures"": ""positive""}",9
7098,Groundnut oil moves up on retailers demand,"{""Groundnut oil"": ""positive""}",7
6172,Sebi proposes norms for reclassifying promoter as public shareholders,"{""Sebi"": ""neutral""}",9
7522,"HDFC, ICICI will continue the good run: Sudip Bandyopadhyay","{""HDFC"": ""positive"", ""ICICI"": ""positive""}",9
573,"Get ready to test 8,650-8,700 on Nifty: Sandeep Wagle","{""Nifty"": ""neutral""}",9
9817,China yuan falls to two-month lows as central bank sets weaker midpoint,"{""China yuan"": ""negative""}",12
3063,"Transport Corporation of India in pole position to gain from ecommerce boom, GST","{""Transport Corporation of India"": ""positive""}",13
598,Infosys Q4 results: Five things to watch out for,"{""Infosys"": ""neutral""}",9
6634,Will add ONGC to portfolio on diesel deregulation prospects: Deepak Shenoy,"{""ONGC"": ""neutral"", ""diesel"": ""neutral""}",11
7876,M&M Q2 net profit rises 8% at Rs 758.49 cr,"{""M&M"": ""positive""}",10
7346,Renault shares jump on sale of Volvo stake,"{""Renault"": ""positive"", ""Volvo"": ""neutral""}",8
6305,India Inc's second quarter profits flat but silver lining visible,"{""India Inc"": ""neutral""}",10
10155,"Sensex, Nifty @ life high on rate cut hopes, crude; top 10 stocks in focus","{""Sensex"": ""positive"", ""Nifty"": ""positive""}",15
5977,Bajaj Electricals Q2 net profit at Rs 11.26 crore,"{""Bajaj Electricals"": ""neutral""}",9
1939,"BSE currency derivatives turnover crosses Rs 2,000 cr mark","{""BSE"": ""positive""}",9
8101,Hike in LPG and diesel to reduce subsidy bill: UR Bhat,"{""LPG"": ""positive"", ""diesel"": ""positive""}",11
1754,London stocks index FTSE 100 hits record highs,"{""FTSE"": ""positive""}",8
3671,Brokerages remain bearish on HUL as growth challenges remain,"{""HUL"": ""negative""}",9
9867,MOIL Q1 net profit down 8.74 per cent at Rs 99.41 crore,"{""MOIL"": ""negative""}",12
2362,Nitesh Estates post Q2 net profit of Rs 15.2 crore,"{""Nitesh Estates"": ""neutral""}",10
4261,Nifty still choppy; might hit 7960 on the upside: Mitesh Thacker,"{""Nifty"": ""negative""}",11
5433,Infotech Enterprises rebrands itself as Cyient,"{""Infotech Enterprises"": ""neutral"", ""Cyient"": ""neutral""}",6
6286,Fullerton India Credit to raise Rs 6 bn via bonds,"{""Fullerton India Credit"": ""neutral""}",10
8498,Keep long positions in the IT sector in the coming days: Mitesh Thacker,"{""IT sector"": ""positive""}",13
10182,"Infrastructure cos like ITNL, Sadbhav Engg, IRB, others likely to gain from economic revival","{""ITNL"": ""positive"", ""Sadbhav Engg"": ""positive"", ""IRB"": ""positive""}",14
8459,Camlin Fine Sciences may return 100-200% in next  30 months: Mehraboon Irani,"{""Camlin Fine Sciences"": ""positive""}",13
9207,Crude palm oil futures remain weak on sluggish demand,"{""Crude palm oil"": ""negative""}",9
5592,Nifty's strong support seen at 5750 levels,"{""Nifty"": ""neutral""}",7
1172,SC dismisses Sebi's plea for insider trading charges against Samir Arora,"{""Sebi"": ""neutral""}",11
7928,Pick of the week: KEC International a good long-term bet,"{""KEC International"": ""positive""}",10
8676,"Technical Check: Not the time to log out of Infosys, stock can hit Rs 1,600 in 1 year","{""Infosys"": ""positive""}",18
10061,Standard Chartered India's H1 2014 operating profit down 10 per cent to $395 million,"{""Standard Chartered India"": ""negative""}",14
9936,Apple's Tanking: Here's what a 1-point move in Apple does to the Dow,"{""Apple"": ""negative""}",13
10053,OBC Q3 net down 31 pc at Rs 224 cr on rising bad loans,"{""OBC"": ""negative""}",14
875,HUL Ltd with target price of Rs 586: Mitesh Thacker,"{""HUL Ltd"": ""neutral""}",10
2298,Inox Wind marks splendid debut; shares soar 35.5 per cent,"{""Inox Wind"": ""positive""}",10
10010,TCS shares slump over 9% post Q2 results; mcap down Rs 46K crore,"{""TCS"": ""negative""}",13
2644,Nikkei rises after Wall Street gains; market awaits US jobs data,"{""Nikkei"": ""positive"", ""Wall Street"": ""positive""}",11
5348,"Chilli, coriander fall on sluggish demand","{""Chilli"": ""negative"", ""coriander"": ""negative""}",6
10684,"ITDC, KFHL present dividends worth Rs 18.84 crore","{""ITDC"": ""neutral"", ""KFHL"": ""neutral""}",8
582,HCL Q3 Results: Five things to watch out for,"{""HCL"": ""neutral""}",9
205,NSEL appoints five new independent directors,"{""NSEL"": ""neutral""}",6
7897,"Mphasis continues rally post bright Q2 nos, change of directorate","{""Mphasis"": ""positive""}",10
2015,Insurance companies raise holdings in equities as markets correct,"{""Insurance companies"": ""neutral""}",9
906,Maruti versus minority shareholders: It a precedent in the making,"{""Maruti"": ""neutral""}",10
632,Nasdaq to settle Facebook IPO lawsuit for $26.5 million,"{""Facebook"": ""neutral""}",9
8979,"CCI smells cartelisation in guar trade, orders probe","{""guar"": ""negative"", ""CCI"": ""neutral""}",8
1975,Era Infra Q3 net marginally up by 1.6 pc,"{""Era Infra"": ""positive""}",9
163,Cash rates stabilise after RBI's MSF auction,"{""RBI"": ""neutral""}",7
4999,"SAIL, Sterlite to exit Nifty index; UltraTech, Lupin to move in","{""UltraTech"": ""positive"", ""Lupin"": ""positive"", ""SAIL"": ""negative"", ""Sterlite"": ""negative""}",11
4714,Greek shares hit fresh three-year low,"{""Greek shares"": ""negative""}",6
1432,"South Mumbai Zaveri bazaar may soon move to a new address, experts proposes to relocate to Panvel","{""Zaveri bazaar"": ""neutral""}",17
6869,"Wives, daughters chip in to rescue listed companies in compliance with Sebi new norm","{""Sebi"": ""neutral""}",14
9834,"Expect market to be edgy and volatile in October: Arindam Ghosh, Blackridge","{""Blackridge"": ""neutral""}",12
7711,ACC's October-December net profit rises 9.74% to Rs 276 crore,"{""ACC"": ""positive""}",10
7737,Best performing stocks of 2015: Lupin shone through pharma headwinds,"{""Lupin"": ""positive""}",10
4284,Q1 earnings: Loss widens for Suzlon Energy on high interest cost,"{""Suzlon Energy"": ""negative""}",11
7532,iGate Q4 net income up 7.5% at $33.1 million,"{""iGate"": ""positive""}",9
8586,Shoppers Stop surges 14 per cent to hit year high on fund raising plan,"{""Shoppers Stop"": ""positive""}",14
3385,Volatility would continue in the market: Fayeza Hafizee,"{""market"": ""negative""}",8
10290,"ONGC, GAIL our top bets in OMCs: Tirthankar Patnaik, Religare Capital Markets","{""ONGC"": ""positive"", ""GAIL"": ""positive"", ""Religare Capital Markets"": ""neutral""}",12
8758,Chana falls 0.25% on increased supply,"{""Chana"": ""negative""}",6
8977,"Cardamom futures down on low demand, higher arrivals","{""Cardamom"": ""negative""}",8
7463,Cummins India shares gain after Deutsche upgrades to 'buy',"{""Cummins India"": ""positive"", ""Deutsche"": ""neutral""}",9
3332,OnMobile clearly in short-term downtrend: Deepak Mohoni,"{""OnMobile"": ""negative""}",7
6405,Shriram City to launch Rs 200-crore NCD on April 16,"{""Shriram City"": ""neutral""}",10
2097,Right time to enter into IT stocks: Prakash Diwan,"{""IT stocks"": ""positive""}",9
9038,Icra downgrades bonds of United Bank of India,"{""United Bank of India"": ""negative"", ""Icra"": ""neutral""}",8
8000,Usha Martin gains 18 per cent on coal block wins,"{""Usha Martin"": ""positive""}",10
5018,"Watch out for ICICI Bank, SBI next week : Technical Trends","{""ICICI Bank"": ""positive"", ""SBI"": ""negative""}",11
1450,Association of Mutual Funds in India warns members to stay away from suspicious ready forward certificate of deposits,"{""Association of Mutual Funds in India"": ""neutral""}",18
6901,Short Bank of India with stoploss of Rs 287 for target of Rs 280: Vijay Bhambwani,"{""Bank of India"": ""neutral""}",16
2611,JBM Auto Q2 net profit up 18% to Rs 18 crore,"{""JBM Auto"": ""positive""}",11
1901,Reforms bring investors back to equities,"{""equities"": ""positive""}",6
8187,"Prime Focus up 18% in 2 days, can gain 15% more","{""Prime Focus"": ""positive""}",11
3921,Canara Bank Q4 profit down 16% at Rs 611 crore,"{""Canara Bank"": ""negative""}",10
2758,Aditya Birla Nuvo Q2 Net increases 2.2 pc at Rs 290.15 crore,"{""Aditya Birla Nuvo"": ""positive""}",12
6398,Sebi wants government to allow pension money in Mutual Funds,"{""Sebi"": ""neutral""}",10
9326,Sebi rejects Alka India promoter plea for waiving interest,"{""Alka India"": ""negative"", ""Sebi"": ""neutral""}",9
2098,Rising consumption to drive markets: BNP Paribas Asset Management,"{""BNP Paribas Asset Management"": ""neutral""}",9
8330,HCL Tech surges over 4% after denial of $10-billion stake sale report,"{""HCL Tech"": ""positive""}",12
5625,Rouble firms as oil steadies above $50,"{""Rouble"": ""neutral"", ""oil"": ""neutral""}",7
3472,European shares held back by weak German data,"{""European shares"": ""negative""}",8
8267,40-50% earnings growth expected for Amara Raja Batteries in FY11: Anagram Capital,"{""Amara Raja Batteries"": ""positive"", ""Anagram Capital"": ""neutral""}",12
2172,Airline stocks soar as lower oil prices bring down fares,"{""Airline stocks"": ""positive""}",10
9934,Amtek Auto fallout: Are rating agencies slow to raise alarm on possible defaults?,"{""Amtek Auto"": ""negative""}",13
